,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Deebo Samuel,SFO,8,6,93,0,3,47,7.8,46,7.7,6.0,2,3.0,1,12.5,0,113.0
1,Jamycal Hasty,SFO,5,4,21,0,1,2,0.5,19,4.8,-0.2,0,,1,20.0,0,84.2
2,George Kittle,SFO,4,4,17,0,1,-6,-1.5,23,5.8,-1.5,1,4.0,0,0.0,0,84.4
3,Jauan Jennings,SFO,2,2,17,1,1,3,1.5,14,7.0,1.5,0,,0,0.0,0,141.7
4,Kyle Juszczyk,SFO,3,2,15,0,1,12,6.0,3,1.5,3.0,0,,0,0.0,0,78.5
5,Elijah Mitchell,SFO,2,2,11,0,1,-8,-4.0,19,9.5,-4.0,0,,0,0.0,0,89.6
6,Brandon Aiyuk,SFO,2,1,6,0,1,5,5.0,1,1.0,13.0,0,,0,0.0,0,56.2
7,Trent Sherfield,SFO,3,1,9,0,,7,7.0,2,2.0,12.0,0,,1,33.3,0,42.4
8,Mohamed Sanu,SFO,1,0,0,0,,0,,0,,12.0,0,,0,0.0,0,39.6
10,Quez Watkins,PHI,2,2,117,0,2,59,29.5,58,29.0,29.5,1,2.0,0,0.0,0,118.7
11,DeVonta Smith,PHI,7,2,16,0,1,12,6.0,4,2.0,24.0,0,,0,0.0,0,39.6
12,Jalen Reagor,PHI,5,2,5,0,,-4,-2.0,9,4.5,18.4,1,2.0,0,0.0,0,47.9
13,Dallas Goedert,PHI,2,2,24,0,2,6,3.0,18,9.0,3.0,1,2.0,0,0.0,0,116.7
14,Kenneth Gainwell,PHI,3,2,18,0,1,5,2.5,13,6.5,-1.0,1,2.0,0,0.0,0,82.6
15,Miles Sanders,PHI,2,1,4,0,0,1,1.0,3,3.0,3.0,0,,0,0.0,0,56.2
16,Zach Ertz,PHI,2,1,6,0,1,6,6.0,0,0.0,3.5,0,,0,0.0,0,56.2
17,Jalen Hurts,PHI,1,0,0,0,0,0,,0,,3.0,0,,0,0.0,0,39.6
