,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Jimmy Garoppolo,SFO,22,30,189,1,0,0,0,40,100.6,11,20,1,7,0,0,0,0,0,1,0
1,Elijah Mitchell,SFO,0,0,0,0,0,0,0,0,,17,42,0,10,2,2,11,0,11,0,0
2,Jamycal Hasty,SFO,0,0,0,0,0,0,0,0,,5,38,0,21,5,4,21,0,8,0,0
3,Deebo Samuel,SFO,0,0,0,0,0,0,0,0,,2,8,0,7,8,6,93,0,40,0,0
4,Trey Sermon,SFO,0,0,0,0,0,0,0,0,,1,8,0,8,0,0,0,0,0,0,0
5,Kyle Juszczyk,SFO,0,0,0,0,0,0,0,0,,1,2,0,2,3,2,15,0,8,0,0
6,Jauan Jennings,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,17,1,11,0,0
7,George Kittle,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,17,0,8,1,0
8,Trent Sherfield,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,9,0,9,0,0
9,Brandon Aiyuk,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,6,0,6,0,0
10,Mohamed Sanu,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
11,Trenton Cannon,SFO,0,0,0,0,0,0,0,0,,1,-1,0,-1,0,0,0,0,0,0,0
14,Jalen Hurts,PHI,12,23,190,0,0,2,13,91,80.0,10,82,1,27,1,0,0,0,0,1,0
15,Greg Ward,PHI,0,1,0,0,0,0,0,0,39.6,0,0,0,0,0,0,0,0,0,0,0
16,Miles Sanders,PHI,0,0,0,0,0,0,0,0,,13,55,0,10,2,1,4,0,4,0,0
17,Kenneth Gainwell,PHI,0,0,0,0,0,0,0,0,,6,14,0,6,3,2,18,0,9,0,0
18,Quez Watkins,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,117,0,91,0,0
19,Dallas Goedert,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,24,0,14,0,0
20,DeVonta Smith,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,7,2,16,0,11,0,0
21,Zach Ertz,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,6,0,6,0,0
22,Jalen Reagor,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,5,2,5,0,4,0,0
