,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Mecole Hardman,KAN,0,3,,0,3,1,13,13.0,0,13
1,Byron Pringle,KAN,3,46,15.3,0,33,0,0,,0,0
2,Michael Burton,KAN,1,9,9.0,0,9,0,0,,0,0
3,Mike Hughes,KAN,1,25,25.0,0,25,0,0,,0,0
6,Devin Duvernay,BAL,0,0,,0,0,1,16,16.0,0,16
