,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Deonte Harris,NOR,5,156,31.2,0,39,0,0,,0,0
1,Alex Armah,NOR,1,17,17.0,0,17,0,0,,0,0
4,Alex Erickson,CAR,0,0,,0,0,4,24,6.0,0,14
