,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Graham Gano,NYG,2,2,5,5,0,0,,0
1,Riley Dixon,NYG,,,,,3,123,41.0,53
4,Dustin Hopkins,WAS,3,3,3,3,0,0,,0
5,Tress Way,WAS,,,,,4,200,50.0,55
