,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Devin Singletary,BUF,13,82,1,68,5.2,14,1.1,0,
1,Zack Moss,BUF,8,26,4,6,0.8,20,2.5,5,1.6
2,Josh Allen,BUF,5,35,5,31,6.2,4,0.8,0,
3,Reggie Gilliam,BUF,2,2,,0,0.0,2,1.0,0,
4,Mitchell Trubisky,BUF,2,-2,,-2,-1.0,0,0.0,0,
6,Salvon Ahmed,MIA,6,17,,9,1.5,8,1.3,0,
7,Malcolm Brown,MIA,5,21,1,6,1.2,15,3.0,0,
8,Myles Gaskin,MIA,5,25,1,22,4.4,3,0.6,0,
9,Jacoby Brissett,MIA,4,8,0,6,1.5,2,0.5,0,
