,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Tutu Atwell,LAR,0,0,,0,0,1,0,0.0,0,0
1,Jake Funk,LAR,3,70,23.3,0,28,0,0,,0,0
4,Isaiah Rodgers,IND,1,41,41.0,0,41,0,0,,0,0
