,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Greg Zuerlein,DAL,2,2,2,2,0,0,,0
1,Bryan Anger,DAL,,,,,1,44,44.0,44
4,Tristan Vizcaino,LAC,,,3,4,0,0,,0
