,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Daniel Jones,NYG,22,32,249,1,0,4,21,33,102.2,9,95,1,46,0,0,0,0,0,0,0
1,Saquon Barkley,NYG,0,0,0,0,0,0,0,0,,13,57,0,41,3,2,12,0,8,0,0
2,Devontae Booker,NYG,0,0,0,0,0,0,0,0,,2,9,0,7,1,1,2,0,2,0,0
3,C.J. Board,NYG,0,0,0,0,0,0,0,0,,1,6,0,6,0,0,0,0,0,0,0
4,Elijhaa Penny,NYG,0,0,0,0,0,0,0,0,,2,5,0,3,0,0,0,0,0,0,0
5,Darius Slayton,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,54,1,33,0,0
6,Kenny Golladay,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,8,3,38,0,16,0,0
7,Kyle Rudolph,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,25,0,13,0,0
8,Kaden Smith,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,24,0,21,0,0
9,Sterling Shepard,NYG,0,0,0,0,0,0,0,0,,1,-9,0,-9,10,9,94,0,21,0,0
12,Taylor Heinicke,WAS,34,46,336,2,1,1,16,56,99.5,4,6,0,2,0,0,0,0,0,0,0
13,Antonio Gibson,WAS,0,0,0,0,0,0,0,0,,13,69,0,14,2,2,4,0,4,0,0
14,J.D. McKissic,WAS,0,0,0,0,0,0,0,0,,4,10,1,4,6,5,83,0,56,0,0
15,DeAndre Carter,WAS,0,0,0,0,0,0,0,0,,1,2,0,2,0,0,0,0,0,0,0
16,Terry McLaurin,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,14,11,107,1,18,0,0
17,Logan Thomas,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,45,0,24,0,0
18,Adam Humphries,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,8,7,44,0,12,0,0
19,Dyami Brown,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,34,0,22,0,0
20,Ricky Seals-Jones,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,19,1,19,0,0
