,Player,Tm,DefInt,DefTgt,DefCmp,DefCmp%,DefAllowYds,DefYds/Cmp,DefYds/Tgt,DefAllowTD,DefAllowPassRating,DefDADOT,DefAir,DefAllowYAC,DefBlitz,DefQBHrry,DefQBKD,DefSk,DefPrss,DefCombo,DefMTKI,DefMTKI%
0,Darious Williams,LAR,0,13,8,61.5%,64,8.0,4.9,1,99.5,6.8,30,34,0,0,0,0.0,0,7,0,0.0%
1,Jordan Fuller,LAR,0,4,3,75.0%,76,25.3,19.0,0,116.7,16.8,47,29,0,0,0,0.0,0,7,0,0.0%
2,Kenny Young,LAR,0,2,2,100.0%,16,8.0,8.0,0,100.0,4.5,9,7,1,1,0,0.0,1,5,1,16.7%
3,Taylor Rapp,LAR,0,3,2,66.7%,41,20.5,13.7,0,109.7,15.7,26,15,3,0,0,0.5,1,8,1,11.1%
4,Jalen Ramsey,LAR,1,5,2,40.0%,22,11.0,4.4,0,14.2,7.8,11,11,0,0,0,0.0,0,3,0,0.0%
5,Robert Rochell,LAR,0,1,1,100.0%,10,10.0,10.0,0,108.3,10.0,10,0,0,0,0,0.0,0,2,0,0.0%
6,Terrell Burgess,LAR,0,1,1,100.0%,5,5.0,5.0,0,87.5,8.0,8,-3,0,0,0,0.0,0,0,0,
7,Justin Hollins,LAR,0,1,1,100.0%,10,10.0,10.0,0,108.3,-4.0,-4,14,3,0,0,0.0,0,2,0,0.0%
8,Ernest Jones,LAR,0,1,1,100.0%,9,9.0,9.0,0,104.2,-3.0,-3,12,0,0,0,0.0,0,2,0,0.0%
9,David Long,LAR,0,3,1,33.3%,9,9.0,3.0,0,42.4,12.7,6,3,0,0,0,0.0,0,2,0,0.0%
10,Aaron Donald,LAR,0,0,0,,,,,,,,,,0,1,3,0.0,4,7,1,12.5%
11,Leonard Floyd,LAR,0,0,0,,,,,,,,,,5,1,2,1.0,4,6,1,14.3%
12,Greg Gaines,LAR,0,0,0,,,,,,,,,,0,1,0,0.5,2,2,0,0.0%
13,Sebastian Joseph-Day,LAR,0,0,0,,,,,,,,,,0,0,1,1.0,2,9,0,0.0%
14,Troy Reeder,LAR,1,2,0,0.0%,,,0.0,,0.0,1.0,,,3,0,1,0.0,1,4,0,0.0%
15,Nick Scott,LAR,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%
17,Kenny Moore,IND,0,10,8,80.0%,103,12.9,10.3,0,109.6,7.0,46,57,2,0,0,0.0,0,8,0,0.0%
18,T.J. Carrie,IND,0,6,5,83.3%,98,19.6,16.3,0,118.7,10.0,40,58,0,0,0,0.0,0,8,0,0.0%
19,Khari Willis,IND,1,3,3,100.0%,48,16.0,16.0,1,118.7,5.7,17,31,2,0,0,0.0,0,8,2,20.0%
20,Rock Ya-Sin,IND,0,2,1,50.0%,10,10.0,5.0,1,104.2,4.5,10,0,0,0,0,0.0,0,2,0,0.0%
21,Darius Leonard,IND,0,3,1,33.3%,3,3.0,1.0,0,42.4,4.3,-1,4,2,0,0,0.0,0,6,0,0.0%
22,Isaiah Rodgers,IND,0,1,1,100.0%,16,16.0,16.0,0,118.7,14.0,14,2,0,0,0,0.0,0,2,1,33.3%
23,DeForest Buckner,IND,0,0,0,,,,,,,,,,0,0,2,0.0,2,6,0,0.0%
24,Al-Quadin Muhammad,IND,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%
25,Taylor Stallworth,IND,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%
26,Grover Stewart,IND,0,1,0,0.0%,,,0.0,,39.6,3.0,,,0,0,0,0.0,0,3,0,0.0%
27,Kwity Paye,IND,0,1,0,0.0%,,,0.0,,39.6,-3.0,,,1,0,0,0.0,0,5,0,0.0%
28,Bobby Okereke,IND,0,0,0,,,,,,,,,,2,0,0,0.0,0,5,0,0.0%
29,Ben Banogu,IND,0,0,0,,,,,,,,,,1,0,0,0.0,0,0,0,
30,Julian Blackmon,IND,0,2,0,0.0%,,,0.0,,39.6,18.5,,,0,0,0,0.0,0,4,1,20.0%
