,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Alvin Kamara,NOR,8,5,,-3,-0.4,8,1.0,1,8.0
1,Tony Jones,NOR,3,7,,4,1.3,3,1.0,2,1.5
2,Jameis Winston,NOR,3,19,1,17,5.7,2,0.7,0,
3,Taysom Hill,NOR,2,16,1,3,1.5,13,6.5,1,2.0
4,Deonte Harris,NOR,1,1,,1,1.0,0,0.0,0,
6,Christian McCaffrey,CAR,24,72,4,27,1.1,45,1.9,6,4.0
7,Chuba Hubbard,CAR,8,10,,-1,-0.1,11,1.4,0,
8,Sam Darnold,CAR,1,7,0,7,7.0,0,0.0,0,
