,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Chester Rogers,TEN,6,100,16.7,0,19,3,32,10.7,0,13
3,DeeJay Dallas,SEA,3,30,10.0,0,18,0,0,,0,0
