,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Nick Folk,NWE,1,2,4,4,0,0,,0
1,Jake Bailey,NWE,,,,,5,219,43.8,60
4,Thomas Morstead,NYJ,,,,,1,45,45.0,45
5,Matt Ammendola,NYJ,,,2,3,0,0,,0
