,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Teddy Bridgewater,DEN,26,34,328,11,29.7,389,11.4,197,7.6,5.8,131,5.0,0,0.0%,5,14.7%,3,10,8,5,16,42.1%,1,2.0
2,Trevor Lawrence,JAX,14,33,118,6,17.6,405,12.3,79,5.6,2.4,39,2.8,0,0.0%,13,40.6%,1,10,6,2,9,25.0%,2,10.5
