,Player,Tm,DefInt,DefTgt,DefCmp,DefCmp%,DefAllowYds,DefYds/Cmp,DefYds/Tgt,DefAllowTD,DefAllowPassRating,DefDADOT,DefAir,DefAllowYAC,DefBlitz,DefQBHrry,DefQBKD,DefSk,DefPrss,DefCombo,DefMTKI,DefMTKI%
0,Foyesade Oluokun,ATL,0,7,7,100.0%,52,7.4,7.4,1,137.2,4.4,31,21,6,1,0,0.0,1,9,1,10.0%
1,Duron Harmon,ATL,0,5,5,100.0%,104,20.8,20.8,1,158.3,17.2,86,18,1,0,0,0.0,0,5,0,0.0%
2,Deion Jones,ATL,0,3,3,100.0%,35,11.7,11.7,0,115.3,2.0,6,29,5,0,0,1.0,1,4,0,0.0%
3,Fabian Moreau,ATL,0,4,3,75.0%,28,9.3,7.0,1,133.3,10.5,27,1,0,0,0,0.0,0,3,2,40.0%
4,Isaiah Oliver,ATL,0,6,2,33.3%,21,10.5,3.5,1,84.0,5.7,17,4,2,0,0,0.0,0,3,2,40.0%
5,Erik Harris,ATL,0,3,2,66.7%,47,23.5,15.7,0,109.7,29.7,37,10,1,0,0,0.0,0,5,1,16.7%
6,T.J. Green,ATL,0,2,2,100.0%,27,13.5,13.5,1,158.3,11.5,23,4,0,0,0,0.0,0,1,0,0.0%
7,Mykal Walker,ATL,0,1,1,100.0%,5,5.0,5.0,0,87.5,-6.0,-6,11,0,0,0,0.0,0,2,1,33.3%
8,Steven Means,ATL,0,1,1,100.0%,8,8.0,8.0,0,100.0,7.0,7,1,1,0,0,0.0,0,4,0,0.0%
9,Dante Fowler,ATL,0,0,0,,,,,,,,,,2,0,1,1.0,2,3,1,25.0%
10,Jonathan Bullard,ATL,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
11,Marlon Davidson,ATL,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%
12,Richie Grant,ATL,0,1,0,0.0%,,,0.0,,39.6,,,,0,0,0,0.0,0,0,0,
13,Grady Jarrett,ATL,0,0,0,,,,,,,,,,0,0,0,0.0,0,4,1,20.0%
14,AJ Terrell,ATL,0,4,0,0.0%,,,0.0,,39.6,14.5,,,0,0,0,0.0,0,2,1,33.3%
15,Brandon Copeland,ATL,0,1,0,0.0%,,,0.0,,39.6,20.0,,,0,0,0,0.0,0,0,0,
17,Lavonte David,TAM,0,11,9,81.8%,61,6.8,5.5,1,120.1,0.0,16,45,4,0,0,0.0,0,8,0,0.0%
18,Devin White,TAM,0,9,8,88.9%,110,13.8,12.2,0,117.6,3.8,33,77,10,1,3,0.0,4,6,1,14.3%
19,Carlton Davis,TAM,0,9,7,77.8%,40,5.7,4.4,0,85.2,5.3,25,15,1,0,0,0.0,0,9,1,10.0%
20,Ross Cockrell,TAM,0,6,5,83.3%,49,9.8,8.2,1,140.3,4.2,22,27,1,0,0,0.0,0,3,1,25.0%
21,Jordan Whitehead,TAM,0,4,3,75.0%,33,11.0,8.3,0,99.0,3.3,12,21,2,1,0,0.0,1,5,1,16.7%
22,Antoine Winfield Jr.,TAM,0,4,3,75.0%,20,6.7,5.0,0,85.4,12.0,7,13,1,0,0,0.0,0,4,1,20.0%
23,Mike Edwards,TAM,2,6,3,50.0%,32,10.7,5.3,0,26.4,5.2,29,3,1,0,0,0.0,0,4,0,0.0%
24,Rakeem Nunez-Roches,TAM,0,1,1,100.0%,0,0.0,0.0,0,79.2,-3.0,-3,3,0,0,0,0.0,0,2,1,33.3%
25,Anthony Nelson,TAM,0,2,1,50.0%,,,0.0,,56.2,3.5,,,0,0,0,0.0,0,1,0,0.0%
26,Shaquil Barrett,TAM,1,1,1,100.0%,8,8.0,8.0,0,60.4,-2.0,-2,10,9,0,0,0.0,0,2,0,0.0%
27,Jamel Dean,TAM,0,2,1,50.0%,7,7.0,3.5,0,58.3,11.0,4,3,1,0,0,0.0,0,4,0,0.0%
28,William Gholston,TAM,0,0,0,,,,,,,,,,0,2,1,0.0,3,2,0,0.0%
29,Ndamukong Suh,TAM,0,0,0,,,,,,,,,,0,0,1,1.0,2,3,0,0.0%
30,Joe Tryon-Shoyinka,TAM,0,0,0,,,,,,,,,,3,1,0,0.0,1,2,0,0.0%
31,Vita Vea,TAM,0,0,0,,,,,,,,,,0,0,1,0.0,1,5,2,28.6%
32,Jason Pierre-Paul,TAM,0,0,0,,,,,,,,,,7,0,0,0.0,0,3,0,0.0%
