,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Clyde Edwards-Helaire,KAN,13,46,,35,2.7,11,0.8,1,13.0
1,Darrel Williams,KAN,3,-2,1,-4,-1.3,2,0.7,1,3.0
2,Tyreek Hill,KAN,1,15,1,15,15.0,0,0.0,0,
3,Patrick Mahomes,KAN,1,3,0,1,1.0,2,2.0,0,
5,Lamar Jackson,BAL,16,107,8,66,4.1,41,2.6,3,5.3
6,Ty'Son Williams,BAL,13,77,3,57,4.4,20,1.5,1,13.0
7,Latavius Murray,BAL,9,36,4,21,2.3,15,1.7,1,9.0
8,Devonta Freeman,BAL,2,29,1,27,13.5,2,1.0,0,
9,Patrick Ricard,BAL,1,2,1,1,1.0,1,1.0,0,
