,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Randy Bullock,TEN,3,3,4,5,0,0,,0
1,Brett Kern,TEN,,,,,2,94,47.0,53
4,Jason Myers,SEA,3,4,1,1,0,0,,0
5,Michael Dickson,SEA,,,,,6,310,51.7,66
