,Player,Position,Tm,OffNum,Off%,DefNum,Def%,STNum,ST%
0,Taylor Moton,T,CAR,76,100%,0,0%,6,24%
1,John Miller,G,CAR,76,100%,0,0%,6,24%
2,Cameron Erving,T,CAR,76,100%,0,0%,0,0%
3,Matt Paradis,C,CAR,76,100%,0,0%,0,0%
4,Sam Darnold,QB,CAR,76,100%,0,0%,0,0%
5,D.J. Moore,WR,CAR,67,88%,0,0%,0,0%
6,Robby Anderson,WR,CAR,56,74%,0,0%,0,0%
7,Christian McCaffrey,RB,CAR,54,71%,0,0%,0,0%
8,Ian Thomas,TE,CAR,52,68%,0,0%,6,24%
9,Dennis Daley,G,CAR,51,67%,0,0%,6,24%
10,Terrace Marshall Jr.,WR,CAR,39,51%,0,0%,0,0%
11,Tommy Tremble,TE,CAR,29,38%,0,0%,12,48%
12,Pat Elflein,G,CAR,23,30%,0,0%,1,4%
13,Dan Arnold,TE,CAR,22,29%,0,0%,0,0%
14,Chuba Hubbard,RB,CAR,19,25%,0,0%,16,64%
15,Giovanni Ricci,FB,CAR,15,20%,0,0%,16,64%
16,Brandon Zylstra,WR,CAR,14,18%,0,0%,17,68%
17,Alex Erickson,WR,CAR,8,11%,0,0%,6,24%
18,Brady Christensen,T,CAR,4,5%,0,0%,6,24%
19,Royce Freeman,RB,CAR,3,4%,0,0%,5,20%
20,Donte Jackson,CB,CAR,0,0%,44,100%,2,8%
21,Jeremy Chinn,FS,CAR,0,0%,44,100%,2,8%
22,Shaq Thompson,LB,CAR,0,0%,44,100%,1,4%
23,Juston Burris,SS,CAR,0,0%,43,98%,2,8%
24,Jaycee Horn,CB,CAR,0,0%,41,93%,2,8%
25,Haason Reddick,LB,CAR,0,0%,35,80%,1,4%
26,Rashaan Melvin,CB,CAR,0,0%,33,75%,0,0%
27,Brian Burns,DE,CAR,0,0%,32,73%,2,8%
28,Sean Chandler,SS,CAR,0,0%,31,70%,17,68%
29,Derrick Brown,DT,CAR,0,0%,31,70%,2,8%
30,Morgan Fox,DE,CAR,0,0%,26,59%,2,8%
31,DaQuan Jones,DT,CAR,0,0%,21,48%,2,8%
32,Jermaine Carter Jr.,LB,CAR,0,0%,13,30%,2,8%
33,Marquis Haynes,DE,CAR,0,0%,12,27%,0,0%
34,Frankie Luvu,LB,CAR,0,0%,9,20%,18,72%
35,Yetur Gross-Matos,DE,CAR,0,0%,9,20%,0,0%
36,Bravvion Roy,DT,CAR,0,0%,8,18%,5,20%
37,Daviyon Nixon,DT,CAR,0,0%,6,14%,0,0%
38,Keith Taylor,CB,CAR,0,0%,2,5%,13,52%
39,Julian Stanford,LB,CAR,0,0%,0,0%,17,68%
40,Stantley Thomas-Oliver,CB,CAR,0,0%,0,0%,17,68%
41,Sam Franklin,SS,CAR,0,0%,0,0%,17,68%
42,Zane Gonzalez,K,CAR,0,0%,0,0%,12,48%
43,J.J. Jansen,LS,CAR,0,0%,0,0%,10,40%
44,Clay Johnston,LB,CAR,0,0%,0,0%,10,40%
45,Joseph Charlton,P,CAR,0,0%,0,0%,10,40%
46,Sam Tecklenburg,C,CAR,0,0%,0,0%,6,24%
47,P.J. Walker,QB,CAR,0,0%,0,0%,0,0%
0,Andrus Peat,G,NOR,44,100%,0,0%,1,4%
1,Ryan Ramczyk,T,NOR,44,100%,0,0%,1,4%
2,Cesar Ruiz,G,NOR,44,100%,0,0%,1,4%
3,Terron Armstead,T,NOR,44,100%,0,0%,0,0%
4,Jameis Winston,QB,NOR,42,95%,0,0%,0,0%
5,Calvin Throckmorton,T,NOR,39,89%,0,0%,1,4%
6,Alvin Kamara,RB,NOR,37,84%,0,0%,0,0%
7,Marquez Callaway,WR,NOR,32,73%,0,0%,0,0%
8,Lil'Jordan Humphrey,WR,NOR,24,55%,0,0%,0,0%
9,Adam Trautman,TE,NOR,23,52%,0,0%,1,4%
10,Deonte Harris,WR,NOR,21,48%,0,0%,10,40%
11,Juwan Johnson,TE,NOR,18,41%,0,0%,8,32%
12,Chris Hogan,WR,NOR,16,36%,0,0%,2,8%
13,Ty Montgomery,WR,NOR,14,32%,0,0%,16,64%
14,Tony Jones,RB,NOR,12,27%,0,0%,5,20%
15,Taysom Hill,QB,NOR,10,23%,0,0%,6,24%
16,James Hurst,T,NOR,10,23%,0,0%,1,4%
17,Garrett Griffin,TE,NOR,8,18%,0,0%,14,56%
18,Alex Armah,RB,NOR,2,5%,0,0%,9,36%
19,Demario Davis,LB,NOR,0,0%,76,100%,2,8%
20,Paulson Adebo,CB,NOR,0,0%,75,99%,3,12%
21,Marcus Williams,FS,NOR,0,0%,75,99%,0,0%
22,Malcolm Jenkins,SS,NOR,0,0%,74,97%,8,32%
23,Zack Baun,LB,NOR,0,0%,64,84%,14,56%
24,Cameron Jordan,DE,NOR,0,0%,64,84%,8,32%
25,P.J. Williams,CB,NOR,0,0%,47,62%,11,44%
26,Carl Granderson,DE,NOR,0,0%,45,59%,6,24%
27,Desmond Trufant,CB,NOR,0,0%,45,59%,1,4%
28,Malcolm Roach,DT,NOR,0,0%,39,51%,8,32%
29,Shy Tuttle,DT,NOR,0,0%,39,51%,6,24%
30,Bradley Roby,CB,NOR,0,0%,39,51%,1,4%
31,Christian Ringo,DT,NOR,0,0%,36,47%,2,8%
32,Albert Huggins,DT,NOR,0,0%,33,43%,1,4%
33,Payton Turner,DE,NOR,0,0%,31,41%,8,32%
34,Kaden Elliss,LB,NOR,0,0%,29,38%,22,88%
35,Jalyn Holmes,DE,NOR,0,0%,12,16%,0,0%
36,Andrew Dowell,LB,NOR,0,0%,9,12%,22,88%
37,J.T. Gray,SS,NOR,0,0%,4,5%,22,88%
38,Dwayne Washington,RB,NOR,0,0%,0,0%,16,64%
39,Jeff Heath,SS,NOR,0,0%,0,0%,10,40%
40,Wynton McManis,LB,NOR,0,0%,0,0%,8,32%
41,Blake Gillikin,P,NOR,0,0%,0,0%,7,28%
42,Zach Wood,LS,NOR,0,0%,0,0%,7,28%
43,Aldrick Rosas,K,NOR,0,0%,0,0%,3,12%
44,Jordan Miller,CB,NOR,0,0%,0,0%,2,8%
45,Landon Young,T,NOR,0,0%,0,0%,1,4%
