,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Joe Mixon,CIN,20,69,2,33,1.7,36,1.8,2,10.0
2,David Montgomery,CHI,20,61,3,29,1.5,32,1.6,2,10.0
3,Justin Fields,CHI,10,31,2,16,1.6,15,1.5,2,5.0
4,Andy Dalton,CHI,2,25,1,25,12.5,0,0.0,0,
5,Damien Williams,CHI,2,6,,3,1.5,3,1.5,0,
