,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Brandon Aiyuk,SFO,0,0,,0,0,1,13,13.0,0,13
1,Trenton Cannon,SFO,1,11,11.0,0,11,0,0,,0,0
4,Jalen Reagor,PHI,0,0,,0,0,2,13,6.5,0,11
5,Quez Watkins,PHI,1,20,20.0,0,20,0,0,,0,0
