,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Kalif Raymond,DET,0,0,,0,0,1,10,10.0,0,10
1,Godwin Igwebuike,DET,2,54,27.0,0,33,0,0,,0,0
4,Amari Rodgers,GNB,0,0,,0,0,1,2,2.0,0,2
5,Kylin Hill,GNB,2,60,30.0,0,41,0,0,,0,0
