,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Kenyan Drake,LVR,6,5,46,0,2,5,1.0,41,8.2,2.2,0,,0,0.0,0,98.6
1,Hunter Renfrow,LVR,7,5,57,0,4,40,8.0,17,3.4,8.7,0,,0,0.0,0,95.5
2,Henry Ruggs III,LVR,7,5,113,1,3,66,13.2,47,9.4,11.3,1,5.0,0,0.0,0,153.3
3,Darren Waller,LVR,7,5,65,0,3,50,10.0,15,3.0,9.4,0,,0,0.0,0,100.3
4,Bryan Edwards,LVR,3,3,40,0,2,23,7.7,17,5.7,7.7,1,3.0,0,0.0,0,118.7
5,Derek Carrier,LVR,2,2,13,0,,7,3.5,6,3.0,3.5,0,,0,0.0,0,93.7
6,Foster Moreau,LVR,3,2,34,1,2,30,15.0,4,2.0,11.7,0,,0,0.0,0,144.4
7,Willie Snead,LVR,1,1,14,0,1,7,7.0,7,7.0,7.0,1,1.0,0,0.0,0,118.7
8,Alec Ingold,LVR,1,0,0,0,,0,,0,,17.0,0,,0,0.0,0,39.6
10,Diontae Johnson,PIT,12,9,105,0,5,45,5.0,60,6.7,11.0,0,,0,0.0,1,66.3
11,JuJu Smith-Schuster,PIT,7,6,41,0,2,15,2.5,26,4.3,2.4,2,3.0,0,0.0,0,91.1
12,Najee Harris,PIT,5,5,43,1,2,2,0.4,41,8.2,0.4,2,2.5,0,0.0,0,142.1
13,Pat Freiermuth,PIT,4,4,36,0,2,22,5.5,14,3.5,5.5,0,,0,0.0,0,104.2
14,Chase Claypool,PIT,9,3,70,0,2,54,18.0,16,5.3,21.6,0,,0,0.0,0,62.3
15,Eric Ebron,PIT,2,0,0,0,,0,,0,,7.0,0,,0,0.0,0,39.6
16,James Washington,PIT,1,0,0,0,,0,,0,,4.0,0,,1,100.0,0,39.6
