,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Damien Harris,NWE,16,62,4,19,1.2,43,2.7,2,8.0
1,James White,NWE,5,20,1,17,3.4,3,0.6,0,
2,J.J. Taylor,NWE,2,3,,3,1.5,0,0.0,0,
3,Kendrick Bourne,NWE,1,16,1,10,10.0,6,6.0,1,1.0
5,Ty Johnson,NYJ,12,50,3,34,2.8,16,1.3,1,12.0
6,Michael Carter,NYJ,11,59,4,44,4.0,15,1.4,0,
7,Tevin Coleman,NYJ,5,24,1,15,3.0,9,1.8,0,
8,Zach Wilson,NYJ,3,19,1,19,6.3,0,0.0,0,
