,Player,Position,Tm,OffNum,Off%,DefNum,Def%,STNum,ST%
0,Brandon Scherff,G,WAS,71,100%,0,0%,7,20%
1,Logan Thomas,TE,WAS,71,100%,0,0%,7,20%
2,Charles Leno Jr.,T,WAS,71,100%,0,0%,7,20%
3,Samuel Cosmi,T,WAS,71,100%,0,0%,7,20%
4,Ereck Flowers,G,WAS,71,100%,0,0%,7,20%
5,Chase Roullier,C,WAS,71,100%,0,0%,0,0%
6,Terry McLaurin,WR,WAS,71,100%,0,0%,0,0%
7,Taylor Heinicke,QB,WAS,71,100%,0,0%,0,0%
8,Dyami Brown,WR,WAS,62,87%,0,0%,0,0%
9,Adam Humphries,WR,WAS,50,70%,0,0%,0,0%
10,Antonio Gibson,RB,WAS,43,61%,0,0%,0,0%
11,J.D. McKissic,RB,WAS,31,44%,0,0%,0,0%
12,Cam Sims,WR,WAS,8,11%,0,0%,20,57%
13,Ricky Seals-Jones,TE,WAS,7,10%,0,0%,14,40%
14,DeAndre Carter,WR,WAS,6,8%,0,0%,11,31%
15,Dax Milne,WR,WAS,4,6%,0,0%,0,0%
16,John Bates,TE,WAS,1,1%,0,0%,15,43%
17,Wes Schweitzer,G,WAS,1,1%,0,0%,7,20%
18,William Jackson III,CB,WAS,0,0%,69,100%,0,0%
19,Cole Holcomb,LB,WAS,0,0%,69,100%,0,0%
20,Kendall Fuller,CB,WAS,0,0%,67,97%,0,0%
21,Chase Young,DE,WAS,0,0%,63,91%,0,0%
22,Montez Sweat,DE,WAS,0,0%,61,88%,0,0%
23,Jonathan Allen,DT,WAS,0,0%,56,81%,7,20%
24,Benjamin St-Juste,CB,WAS,0,0%,52,75%,16,46%
25,Landon Collins,SS,WAS,0,0%,52,75%,0,0%
26,Daron Payne,DT,WAS,0,0%,51,74%,8,23%
27,Kamren Curl,FS,WAS,0,0%,51,74%,2,6%
28,Matthew Ioannidis,DT,WAS,0,0%,43,62%,2,6%
29,Jonathan Bostic,LB,WAS,0,0%,39,57%,0,0%
30,Bobby McCain,CB,WAS,0,0%,37,54%,0,0%
