,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Davis Mills,HOU,8,18,102,5,26.3,218,12.1,46,5.8,2.6,56,7.0,2,11.8%,4,23.5%,1,3,0,2,3,15.8%,0,
1,Tyrod Taylor,HOU,10,11,125,5,45.5,54,4.9,47,4.7,4.3,78,7.8,0,0.0%,1,9.1%,0,3,0,1,1,8.3%,1,15.0
3,Baker Mayfield,CLE,19,21,213,10,43.5,131,6.2,90,4.7,4.3,123,6.5,0,0.0%,2,9.5%,2,4,0,0,2,7.1%,5,2.6
