,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Isaiah McKenzie,BUF,0,0,,0,0,2,33,16.5,0,20
3,Jakeem Grant,MIA,1,31,31.0,0,31,1,1,1.0,0,1
4,Jaylen Waddle,MIA,0,0,,0,0,1,0,0.0,0,0
