,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Younghoe Koo,ATL,2,2,1,1,0,0,,0
1,Cameron Nizialek,ATL,,,,,4,157,39.3,54
4,Ryan Succop,TAM,6,7,,,0,0,,0
5,Bradley Pinion,TAM,,,,,4,189,47.3,57
