,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Austin Seibert,DET,2,2,1,1,0,0,,0
1,Jack Fox,DET,,,,,2,107,53.5,55
4,Mason Crosby,GNB,5,5,,,0,0,,0
5,Corey Bojorquez,GNB,,,,,3,140,46.7,56
