,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Daniel Carlson,LVR,2,2,4,4,0,0,,0
1,AJ Cole III,LVR,,,,,4,190,47.5,55
4,Chris Boswell,PIT,2,2,1,1,0,0,,0
5,Pressley Harvin III,PIT,,,,,4,197,49.3,59
