,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Evan McPherson,CIN,2,2,1,1,0,0,,0
1,Kevin Huber,CIN,,,,,2,75,37.5,39
4,Cairo Santos,CHI,2,2,2,2,0,0,,0
5,Pat O'Donnell,CHI,,,,,4,169,42.3,47
