,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Matt Gay,LAR,3,3,2,2,0,0,,0
1,Johnny Hekker,LAR,,,,,3,109,36.3,46
4,Rodrigo Blankenship,IND,1,1,3,3,0,0,,0
5,Rigoberto Sanchez,IND,,,,,2,85,42.5,45
