,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Graham Gano,NYG,2,2,1,1,0,0,,0
1,Riley Dixon,NYG,,,,,5,215,43.0,51
4,Harrison Butker,KAN,2,2,2,2,0,0,,0
5,Tommy Townsend,KAN,,,,,4,203,50.8,58
