,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Chuba Hubbard,CAR,24,82,5,31,1.3,51,2.1,0,
1,Ameer Abdullah,CAR,8,31,1,16,2.0,15,1.9,0,
2,Sam Darnold,CAR,8,66,5,58,7.3,8,1.0,0,
3,Royce Freeman,CAR,6,25,1,9,1.5,16,2.7,0,
4,P.J. Walker,CAR,1,-1,,-1,-1.0,0,0.0,0,
6,Mike Davis,ATL,9,44,1,27,3.0,17,1.9,0,
7,Cordarrelle Patterson,ATL,9,35,1,13,1.4,22,2.4,1,9.0
8,Matt Ryan,ATL,2,3,0,0,0.0,3,1.5,0,
