,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Greg Zuerlein,DAL,2,2,2,3,0,0,,0
1,Bryan Anger,DAL,,,,,4,181,45.3,54
4,Greg Joseph,MIN,1,1,3,3,0,0,,0
5,Jordan Berry,MIN,,,,,6,237,39.5,51
