,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Gunner Olszewski,NWE,1,26,26.0,0,26,4,80,20.0,0,27
3,Andre Roberts,LAC,3,71,23.7,0,29,1,7,7.0,0,7
