,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Trevor Lawrence,JAX,32,54,238,1,1,1,11,17,68.3,3,11,0,8,0,0,0,0,0,0,0
1,Carlos Hyde,JAX,0,0,0,0,0,0,0,0,,9,32,0,7,8,6,40,0,9,0,0
2,James Robinson,JAX,0,0,0,0,0,0,0,0,,4,22,0,14,2,1,17,0,17,0,0
3,Dare Ogunbowale,JAX,0,0,0,0,0,0,0,0,,2,9,0,5,1,1,9,0,9,0,0
4,Laviska Shenault Jr.,JAX,0,0,0,0,0,0,0,0,,1,8,0,8,4,2,13,0,7,0,0
5,Dan Arnold,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,10,8,68,0,11,0,0
6,Jamal Agnew,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,12,6,38,1,9,0,0
7,Marvin Jones,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,35,0,13,0,0
8,Tyron Johnson,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,10,0,10,0,0
9,Tavon Austin,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,5,0,5,0,0
10,Luke Farrell,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,3,0,3,0,0
13,Geno Smith,SEA,20,24,195,2,0,3,35,28,128.3,2,8,1,7,0,0,0,0,0,0,0
14,Alex Collins,SEA,0,0,0,0,0,0,0,0,,10,44,0,12,0,0,0,0,0,0,0
15,Travis Homer,SEA,0,0,0,0,0,0,0,0,,4,9,0,7,1,1,3,0,3,0,0
16,Rashaad Penny,SEA,0,0,0,0,0,0,0,0,,7,7,0,5,0,0,0,0,0,0,0
17,DeeJay Dallas,SEA,0,0,0,0,0,0,0,0,,1,6,0,6,0,0,0,0,0,0,0
18,Tyler Lockett,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,13,12,142,0,28,0,0
19,D.K. Metcalf,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,6,6,43,2,16,0,0
20,Gerald Everett,SEA,0,0,0,0,0,0,0,0,,1,-5,0,-5,2,1,7,0,7,0,0
