,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Jaret Patterson,WAS,11,46,3,25,2.3,21,1.9,0,
1,Antonio Gibson,WAS,8,34,1,27,3.4,7,0.9,0,
2,J.D. McKissic,WAS,3,10,0,4,1.3,6,2.0,1,3.0
3,Taylor Heinicke,WAS,1,10,1,7,7.0,3,3.0,0,
4,Terry McLaurin,WAS,1,12,1,7,7.0,5,5.0,0,
6,Melvin Gordon,DEN,10,47,3,21,2.1,26,2.6,1,10.0
7,Javonte Williams,DEN,9,35,2,18,2.0,17,1.9,1,9.0
8,Teddy Bridgewater,DEN,1,1,1,1,1.0,0,0.0,0,
9,Jerry Jeudy,DEN,1,0,0,0,0.0,0,0.0,0,
