,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Damien Harris,NWE,23,80,3,44,1.9,36,1.6,2,11.5
1,Rhamondre Stevenson,NWE,8,26,2,17,2.1,9,1.1,0,
2,Brandon Bolden,NWE,4,26,2,16,4.0,10,2.5,0,
3,Mac Jones,NWE,4,10,2,6,1.5,4,1.0,0,
5,Austin Ekeler,LAC,11,64,4,27,2.5,37,3.4,1,11.0
6,Larry Rountree,LAC,4,11,,5,1.3,6,1.5,0,
7,Justin Jackson,LAC,3,79,1,73,24.3,6,2.0,0,
8,Justin Herbert,LAC,2,9,0,9,4.5,0,0.0,0,
