,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Dante Pettis,NYG,0,0,,0,0,1,0,0.0,0,0
1,Kadarius Toney,NYG,0,0,,0,0,1,0,0.0,0,0
2,Darnay Holmes,NYG,2,41,20.5,0,22,0,0,,0,0
3,John Ross,NYG,1,12,12.0,0,12,0,0,,0,0
