,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Derrick Henry,TEN,28,68,4,13,0.5,55,2.0,0,
1,Ryan Tannehill,TEN,2,26,2,23,11.5,3,1.5,0,
2,Logan Woodside,TEN,1,-1,,-1,-1.0,0,0.0,0,
4,Jonathan Taylor,IND,16,70,7,38,2.4,32,2.0,0,
5,Carson Wentz,IND,3,11,2,7,2.3,4,1.3,0,
6,Nyheim Hines,IND,1,2,0,0,0.0,2,2.0,0,
