,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Joey Slye,SFO,1,2,4,5,0,0,,0
3,Cairo Santos,CHI,1,2,3,3,0,0,,0
4,Pat O'Donnell,CHI,,,,,2,85,42.5,44
