,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Jimmy Garoppolo,SFO,17,28,322,0,0,0,0,83,100.6,5,4,2,5,0,0,0,0,0,0,0
1,Elijah Mitchell,SFO,0,0,0,0,0,0,0,0,,18,137,1,39,0,0,0,0,0,0,0
2,Jamycal Hasty,SFO,0,0,0,0,0,0,0,0,,3,4,0,2,2,2,29,0,23,0,0
3,Deebo Samuel,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,9,6,171,0,83,0,0
4,Mohamed Sanu,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,59,0,21,0,0
5,Brandon Aiyuk,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,45,0,23,0,0
6,Kyle Juszczyk,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,11,0,11,0,0
7,Charlie Woerner,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,7,0,7,0,0
8,Jauan Jennings,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
11,Justin Fields,CHI,19,27,175,1,1,4,27,22,84.6,10,103,1,22,0,0,0,0,0,2,0
12,Khalil Herbert,CHI,0,0,0,0,0,0,0,0,,23,72,0,22,2,2,-4,0,2,0,0
13,Ryan Nall,CHI,0,0,0,0,0,0,0,0,,1,4,0,4,0,0,0,0,0,0,0
14,Darnell Mooney,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,9,6,64,0,20,0,0
15,Jesse James,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,38,1,19,0,0
16,Marquise Goodwin,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,32,0,22,1,0
17,Cole Kmet,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,24,0,16,0,0
18,Allen Robinson,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,21,0,10,0,0
19,Damien Williams,CHI,0,0,0,0,0,0,0,0,,2,-3,0,-1,0,0,0,0,0,0,0
