,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Sam Darnold,CAR,13,24,129,7,29.2,117,4.9,57,4.4,2.4,72,5.5,2,9.1%,5,22.7%,0,6,2,3,5,17.9%,4,12.8
1,P.J. Walker,CAR,0,1,0,,,1,1.0,0,,0.0,0,,0,0.0%,0,0.0%,0,1,1,0,1,100.0%,0,
3,Matt Ryan,ATL,20,27,146,11,36.7,194,7.2,76,3.8,2.8,70,3.5,0,0.0%,2,7.4%,3,7,2,4,9,29.0%,1,3.0
