,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Zane Gonzalez,CAR,1,1,4,4,0,0,,0
1,Lac Edwards,CAR,,,,,4,175,43.8,49
4,Younghoe Koo,ATL,1,1,2,3,0,0,,0
5,Dustin Colquitt,ATL,,,,,4,190,47.5,55
