,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Ryan Tannehill,TEN,23,33,265,10,27.8,221,6.7,136,5.9,4.1,129,5.6,0,0.0%,6,18.8%,3,7,1,2,6,16.7%,0,
1,A.J. Brown,TEN,0,1,0,0,0.0,15,15.0,0,,0.0,0,,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,0,
3,Carson Wentz,IND,27,51,231,10,19.2,483,9.5,111,4.1,2.2,120,4.4,2,4.1%,13,26.5%,1,10,3,7,11,20.8%,1,6.0
