,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Kenneth Gainwell,PHI,13,27,2,2,0.2,25,1.9,2,6.5
1,Jordan Howard,PHI,12,57,6,28,2.3,29,2.4,2,6.0
2,Boston Scott,PHI,12,60,5,45,3.8,15,1.3,0,
3,Jalen Hurts,PHI,7,71,4,49,7.0,22,3.1,2,3.5
4,Jalen Reagor,PHI,2,21,2,21,10.5,0,0.0,0,
6,D'Andre Swift,DET,12,27,1,19,1.6,8,0.7,2,6.0
7,Godwin Igwebuike,DET,3,18,1,14,4.7,4,1.3,0,
8,Jermar Jefferson,DET,2,6,1,3,1.5,3,1.5,0,
9,David Blough,DET,1,6,,2,2.0,4,4.0,0,
