,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Jake Elliott,PHI,5,5,3,3,0,0,,0
1,Arryn Siposs,PHI,,,,,1,47,47.0,47
4,Jack Fox,DET,,,,,3,140,46.7,58
5,Austin Seibert,DET,,,,1,0,0,,0
