,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Matthew Wright,JAX,1,1,,,0,0,,0
1,Logan Cooke,JAX,,,,,4,195,48.8,54
4,Jason Myers,SEA,4,4,1,1,0,0,,0
5,Michael Dickson,SEA,,,,,5,226,45.2,59
