,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Chris Blewitt,WAS,1,1,1,3,0,0,,0
1,Tress Way,WAS,,,,,1,66,66.0,66
4,Brandon McManus,DEN,2,2,1,2,0,0,,0
5,Sam Martin,DEN,,,,,3,135,45.0,48
