,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Nick Folk,NWE,1,1,4,4,0,0,,0
1,Jake Bailey,NWE,,,,,3,146,48.7,62
4,Dustin Hopkins,LAC,3,3,1,1,0,0,,0
5,Ty Long,LAC,,,,,5,240,48.0,52
