,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Tom Brady,TAM,28,40,375,13,30.2,340,8.5,170,6.1,4.3,205,7.3,2,5.1%,7,17.9%,3,10,0,2,5,11.6%,0,
1,Leonard Fournette,TAM,0,1,0,0,0.0,0,0.0,0,,0.0,0,,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,0,
3,Trevor Siemian,NOR,16,29,159,10,33.3,171,5.9,92,5.8,3.2,67,4.2,0,0.0%,6,22.2%,1,12,3,4,8,25.8%,1,3.0
4,Jameis Winston,NOR,6,10,56,2,20.0,18,1.8,19,3.2,1.9,37,6.2,0,0.0%,2,22.2%,0,8,0,2,2,14.3%,4,10.0
