,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Michael Palardy,MIA,,,,,5,259,51.8,59
1,Jason Sanders,MIA,,,1,2,0,0,,0
4,Tyler Bass,BUF,2,2,2,2,0,0,,0
5,Matt Haack,BUF,,,,,4,163,40.8,55
