,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Randy Bullock,TEN,4,4,2,2,0,0,,0
1,Brett Kern,TEN,,,,,4,188,47.0,52
4,Michael Badgley,IND,4,4,1,1,0,0,,0
5,Rigoberto Sanchez,IND,,,,,4,182,45.5,63
