,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,J.D. McKissic,WAS,8,8,83,0,4,-8,-1.0,91,11.4,-1.0,0,,0,0.0,0,109.9
1,DeAndre Carter,WAS,6,3,51,1,3,40,13.3,11,3.7,15.7,0,,1,16.7,0,118.7
2,Terry McLaurin,WAS,7,3,23,0,1,21,7.0,2,0.7,8.1,0,,0,0.0,0,51.5
3,Antonio Gibson,WAS,3,3,20,0,1,-2,-0.7,22,7.3,-0.7,0,,0,0.0,0,94.4
4,Adam Humphries,WAS,3,2,35,0,2,15,7.5,20,10.0,14.3,0,,0,0.0,0,106.2
5,Ricky Seals-Jones,WAS,4,2,12,0,1,10,5.0,2,1.0,2.3,0,,1,25.0,0,56.2
6,John Bates,WAS,1,1,4,0,,2,2.0,2,2.0,2.0,0,,0,0.0,0,83.3
7,Dax Milne,WAS,2,1,22,0,1,8,8.0,14,14.0,13.5,0,,0,0.0,0,89.6
8,Cam Sims,WAS,2,1,20,0,1,-1,-1.0,21,21.0,10.5,0,,0,0.0,1,45.8
9,Jaret Patterson,WAS,1,0,0,0,0,0,,0,,-1.0,0,,0,0.0,0,39.6
11,Jerry Jeudy,DEN,4,4,39,0,2,36,9.0,3,0.8,9.0,0,,0,0.0,0,107.3
12,Melvin Gordon,DEN,3,3,15,1,1,3,1.0,12,4.0,1.0,0,,0,0.0,0,127.1
13,Albert Okwuegbunam,DEN,3,3,34,0,2,16,5.3,18,6.0,5.3,0,,0,0.0,0,113.9
14,Tim Patrick,DEN,3,3,64,0,3,43,14.3,21,7.0,14.3,0,,0,0.0,0,118.7
15,Noah Fant,DEN,4,2,8,0,,-2,-1.0,10,5.0,4.3,0,,0,0.0,0,56.2
16,Courtland Sutton,DEN,4,2,40,0,1,36,18.0,4,2.0,14.5,0,,0,0.0,0,85.4
17,Javonte Williams,DEN,4,2,13,0,1,-3,-1.5,16,8.0,0.8,0,,1,25.0,0,57.3
