,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Brandon Aiyuk,SFO,0,0,,0,0,2,28,14.0,0,21
1,Trenton Cannon,SFO,1,29,29.0,0,29,0,0,,0,0
4,Jakeem Grant,CHI,6,156,26.0,0,34,0,0,,0,0
