,Player,Tm,DefInt,DefTgt,DefCmp,DefCmp%,DefAllowYds,DefYds/Cmp,DefYds/Tgt,DefAllowTD,DefAllowPassRating,DefDADOT,DefAir,DefAllowYAC,DefBlitz,DefQBHrry,DefQBKD,DefSk,DefPrss,DefCombo,DefMTKI,DefMTKI%
0,Rasul Douglas,GNB,1,8,5,62.5%,71,14.2,8.9,0,51.6,13.6,61,10,0,0,0,0.0,0,9,0,0.0%
1,Eric Stokes,GNB,0,8,5,62.5%,88,17.6,11.0,0,100.0,13.3,52,36,0,0,0,0.0,0,6,0,0.0%
2,De'Vondre Campbell,GNB,0,5,4,80.0%,43,10.8,8.6,0,102.5,5.0,17,26,2,1,0,1.0,2,7,1,12.5%
3,Krys Barnes,GNB,0,4,4,100.0%,45,11.3,11.3,0,113.5,4.3,17,28,1,0,0,0.0,0,4,1,20.0%
4,Rashan Gary,GNB,0,1,1,100.0%,9,9.0,9.0,0,104.2,-2.0,-2,11,0,2,0,0.0,2,1,0,0.0%
5,Darnell Savage Jr.,GNB,0,3,1,33.3%,6,6.0,2.0,0,42.4,11.0,-5,11,0,0,0,0.0,0,3,0,0.0%
6,Adrian Amos,GNB,0,1,1,100.0%,3,3.0,3.0,0,79.2,-2.0,-2,5,2,0,0,0.0,0,5,0,0.0%
7,Henry Black,GNB,1,2,1,50.0%,29,29.0,14.5,0,56.2,16.5,28,1,0,0,0,0.0,0,3,0,0.0%
8,Chandon Sullivan,GNB,0,1,1,100.0%,9,9.0,9.0,0,104.2,-3.0,-3,12,0,0,0,0.0,0,1,0,0.0%
9,Preston Smith,GNB,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,
10,Kenny Clark,GNB,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%
11,Whitney Mercilus,GNB,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
12,Dean Lowry,GNB,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%
13,Kingsley Keke,GNB,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
15,Marco Wilson,ARI,0,8,6,75.0%,41,6.8,5.1,0,85.9,3.5,20,21,0,0,0,0.0,0,3,1,25.0%
16,Byron Murphy,ARI,0,7,5,71.4%,30,6.0,4.3,2,119.0,1.4,11,19,2,1,0,0.0,1,6,0,0.0%
17,Budda Baker,ARI,0,3,2,66.7%,8,4.0,2.7,0,70.1,4.0,1,7,3,1,0,0.0,1,7,1,12.5%
18,Jordan Hicks,ARI,0,3,2,66.7%,27,13.5,9.0,0,95.1,-3.0,-8,35,0,0,0,0.0,0,12,0,0.0%
19,Jalen Thompson,ARI,0,4,2,50.0%,45,22.5,11.3,0,90.6,21.5,19,26,0,0,0,0.0,0,10,1,9.1%
20,Isaiah Simmons,ARI,0,4,2,50.0%,15,7.5,3.8,0,59.4,10.3,5,10,4,0,0,0.0,0,6,0,0.0%
21,Markus Golden,ARI,0,1,1,100.0%,4,4.0,4.0,0,83.3,-1.0,-1,5,0,2,2,0.0,4,5,1,16.7%
22,Zach Allen,ARI,0,1,1,100.0%,7,7.0,7.0,0,95.8,-1.0,-1,8,0,1,0,1.0,2,6,1,14.3%
23,Robert Alford,ARI,0,3,1,33.3%,7,7.0,2.3,0,42.4,1.0,0,7,0,0,0,0.0,0,1,0,0.0%
24,Jordan Phillips,ARI,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,0,0.0%
25,Dennis Gardeck,ARI,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%
26,Chandler Jones,ARI,0,1,0,0.0%,,,0.0,,39.6,-2.0,,,0,0,0,0.0,0,1,1,50.0%
27,Leki Fotu,ARI,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%
28,Tanner Vallejo,ARI,0,1,0,0.0%,,,0.0,,39.6,0.0,,,0,0,0,0.0,0,2,1,33.3%
