,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Ezekiel Elliott,DAL,16,50,1,26,1.6,24,1.5,1,16.0
1,Tony Pollard,DAL,7,26,3,11,1.6,15,2.1,1,7.0
2,Cooper Rush,DAL,1,2,0,2,2.0,0,0.0,0,
4,Dalvin Cook,MIN,18,78,3,37,2.1,41,2.3,4,4.5
5,Kirk Cousins,MIN,3,18,1,15,5.0,3,1.0,0,
6,Alexander Mattison,MIN,2,5,,2,1.0,3,1.5,0,
7,C.J. Ham,MIN,1,0,,0,0.0,0,0.0,0,
