,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Tutu Atwell,LAR,0,0,,0,0,3,2,0.7,0,2
1,Cooper Kupp,LAR,1,8,8.0,0,8,0,0,,0,0
4,Tremon Smith,HOU,1,44,44.0,0,44,1,1,1.0,0,1
