,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Diontae Johnson,PIT,13,6,98,0,4,42,7.0,56,9.3,8.1,0,,0,0.0,0,72.0
1,Chase Claypool,PIT,5,4,45,0,3,33,8.3,12,3.0,11.6,1,4.0,0,0.0,0,104.2
2,Pat Freiermuth,PIT,7,4,44,1,3,12,3.0,32,8.0,2.7,0,,0,0.0,0,115.5
3,Zach Gentry,PIT,5,3,39,0,2,9,3.0,30,10.0,7.4,0,,0,0.0,0,84.6
4,Najee Harris,PIT,3,3,29,0,1,-8,-2.7,37,12.3,-2.7,0,,0,0.0,0,106.9
5,Benny Snell Jr.,PIT,1,1,7,0,,-3,-3.0,10,10.0,-3.0,0,,0,0.0,0,95.8
6,James Washington,PIT,1,1,4,0,,0,0.0,4,4.0,0.0,0,,0,0.0,0,83.3
8,Jarvis Landry,CLE,10,5,65,0,3,42,8.4,23,4.6,12.7,1,5.0,1,10.0,0,70.8
9,Austin Hooper,CLE,6,4,26,0,1,14,3.5,12,3.0,4.8,0,,1,16.7,0,75.7
10,David Njoku,CLE,3,3,39,0,1,24,8.0,15,5.0,8.0,0,,0,0.0,0,118.7
11,Harrison Bryant,CLE,2,2,33,0,2,19,9.5,14,7.0,9.5,0,,0,0.0,0,118.7
12,Rashard Higgins,CLE,4,2,27,0,2,16,8.0,11,5.5,8.3,0,,1,25.0,0,71.9
13,Odell Beckham Jr.,CLE,1,1,6,0,,-2,-2.0,8,8.0,-2.0,0,,0,0.0,0,91.7
14,Nick Chubb,CLE,1,1,8,0,0,4,4.0,4,4.0,4.0,0,,0,0.0,0,100.0
15,Demetric Felton,CLE,1,1,14,0,1,-4,-4.0,18,18.0,-4.0,0,,0,0.0,0,118.7
16,D'Ernest Johnson,CLE,3,1,7,0,0,0,0.0,7,7.0,1.0,0,,1,33.3,0,42.4
