,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Greg Ward,PHI,0,0,,0,0,1,12,12.0,0,12
1,Quez Watkins,PHI,1,21,21.0,0,21,0,0,,0,0
4,Kalif Raymond,DET,0,0,,0,0,1,11,11.0,0,11
5,Godwin Igwebuike,DET,4,126,31.5,0,41,0,0,,0,0
