,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Cooper Kupp,LAR,9,7,115,1,4,70,10.0,45,6.4,9.2,1,7.0,0,0.0,0,155.8
1,Van Jefferson,LAR,6,3,88,0,3,72,24.0,16,5.3,13.2,0,,0,0.0,0,95.8
2,Robert Woods,LAR,9,3,35,1,3,15,5.0,20,6.7,4.8,0,,1,11.1,0,83.1
3,Ben Skowronek,LAR,3,3,30,0,2,12,4.0,18,6.0,4.0,1,3.0,0,0.0,0,108.3
4,Tyler Higbee,LAR,3,3,25,0,2,1,0.3,24,8.0,0.3,0,,0,0.0,0,101.4
5,Sony Michel,LAR,2,2,14,0,1,-3,-1.5,17,8.5,-1.5,0,,0,0.0,0,95.8
6,Darrell Henderson,LAR,2,1,3,1,1,1,1.0,2,2.0,1.0,0,,1,50.0,0,95.8
8,Brandin Cooks,HOU,6,6,83,1,3,53,8.8,30,5.0,8.8,0,,0,0.0,0,158.3
9,Jordan Akins,HOU,5,5,53,0,2,27,5.4,26,5.2,5.4,0,,0,0.0,0,110.8
10,Nico Collins,HOU,4,4,55,0,3,39,9.8,16,4.0,9.8,0,,0,0.0,0,118.7
11,Brevin Jordan,HOU,4,3,41,1,2,26,8.7,15,5.0,7.8,0,,0,0.0,0,146.9
12,Rex Burkhead,HOU,4,3,27,0,2,12,4.0,15,5.0,2.8,0,,0,0.0,0,92.7
13,Chris Moore,HOU,2,2,16,0,,10,5.0,6,3.0,5.0,0,,0,0.0,0,100.0
14,Scottie Phillips,HOU,3,2,9,0,0,2,1.0,7,3.5,0.7,0,,0,0.0,0,70.1
15,Danny Amendola,HOU,5,2,3,0,,2,1.0,1,0.5,4.4,0,,0,0.0,1,8.3
16,Chris Conley,HOU,2,1,24,0,1,22,22.0,2,2.0,23.5,0,,0,0.0,0,93.7
17,David Johnson,HOU,1,1,-1,0,,-1,-1.0,0,0.0,-1.0,0,,0,0.0,0,79.2
