,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Mason Crosby,GNB,3,3,1,1,0,0,,0
1,Corey Bojorquez,GNB,,,,,3,154,51.3,58
4,Matt Prater,ARI,3,3,,,0,0,,0
5,Andy Lee,ARI,,,,,3,166,55.3,62
