,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Ryan Succop,TAM,3,3,,,0,0,,0
1,Bradley Pinion,TAM,,,,,3,126,42.0,54
4,Brian Johnson,NOR,3,4,3,3,0,0,,0
5,Blake Gillikin,NOR,,,,,3,158,52.7,63
