,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Chester Rogers,TEN,0,0,,0,0,2,21,10.5,0,19
3,Nyheim Hines,IND,0,0,,0,0,2,27,13.5,0,16
4,Ashton Dulin,IND,3,76,25.3,0,31,0,0,,0,0
